INFO 2025-09-26 16:00:59,609 database 35541 8496695296 Database initialized successfully
INFO 2025-09-27 13:22:52,884 database 17744 22024 Task created successfully with ID: 14
INFO 2025-09-27 13:22:52,884 views 17744 22024 Task created successfully: 14
INFO 2025-09-27 13:22:52,885 middleware 17744 22024 Response: 201 for POST /api/tasks/
INFO 2025-09-27 13:22:52,885 middleware 17744 22024 Request: GET /api/tasks/14/ from 127.0.0.1
INFO 2025-09-27 13:22:52,887 database 17744 22024 Task 14 retrieved successfully
INFO 2025-09-27 13:22:52,887 views 17744 22024 Task 14 retrieved successfully
INFO 2025-09-27 13:22:52,887 middleware 17744 22024 Response: 200 for GET /api/tasks/14/
INFO 2025-09-27 13:22:52,888 middleware 17744 22024 Request: GET /api/tasks/999/ from 127.0.0.1
WARNING 2025-09-27 13:22:52,888 database 17744 22024 Task 999 not found
INFO 2025-09-27 13:22:52,889 middleware 17744 22024 Response: 404 for GET /api/tasks/999/
WARNING 2025-09-27 13:22:52,889 log 17744 22024 Not Found: /api/tasks/999/
INFO 2025-09-27 13:22:52,892 middleware 17744 22024 Request: POST /api/tasks/ from 127.0.0.1
INFO 2025-09-27 13:22:52,897 database 17744 22024 Task created successfully with ID: 15
INFO 2025-09-27 13:22:52,897 views 17744 22024 Task created successfully: 15
INFO 2025-09-27 13:22:52,897 middleware 17744 22024 Response: 201 for POST /api/tasks/
INFO 2025-09-27 13:22:52,898 middleware 17744 22024 Request: POST /api/tasks/ from 127.0.0.1
INFO 2025-09-27 13:22:52,904 database 17744 22024 Task created successfully with ID: 16
INFO 2025-09-27 13:22:52,904 views 17744 22024 Task created successfully: 16
INFO 2025-09-27 13:22:52,904 middleware 17744 22024 Response: 201 for POST /api/tasks/
INFO 2025-09-27 13:22:52,905 middleware 17744 22024 Request: GET /api/tasks/list/ from 127.0.0.1
INFO 2025-09-27 13:22:52,907 database 17744 22024 Retrieved 14 tasks
INFO 2025-09-27 13:22:52,907 views 17744 22024 Retrieved 14 tasks
INFO 2025-09-27 13:22:52,907 middleware 17744 22024 Response: 200 for GET /api/tasks/list/
INFO 2025-09-27 13:22:52,919 middleware 17744 22024 Request: POST /api/tasks/ from 127.0.0.1
INFO 2025-09-27 13:22:52,919 middleware 17744 22024 Response: 400 for POST /api/tasks/
WARNING 2025-09-27 13:22:52,919 log 17744 22024 Bad Request: /api/tasks/
INFO 2025-09-27 13:22:52,925 middleware 17744 22024 Request: GET /api/tasks/invalid/ from 127.0.0.1
INFO 2025-09-27 13:22:52,952 middleware 17744 22024 Response: 404 for GET /api/tasks/invalid/
WARNING 2025-09-27 13:22:52,953 log 17744 22024 Not Found: /api/tasks/invalid/
INFO 2025-09-27 13:22:52,968 middleware 17744 22024 Request: POST /api/tasks/ from 127.0.0.1
INFO 2025-09-27 13:22:52,974 database 17744 22024 Task created successfully with ID: 17
INFO 2025-09-27 13:22:52,975 views 17744 22024 Task created successfully: 17
INFO 2025-09-27 13:22:52,975 middleware 17744 22024 Response: 201 for POST /api/tasks/
INFO 2025-09-27 13:22:52,976 middleware 17744 22024 Request: PUT /api/tasks/17/update/ from 127.0.0.1
INFO 2025-09-27 13:22:52,982 database 17744 22024 Task 17 updated successfully
INFO 2025-09-27 13:22:52,982 views 17744 22024 Task 17 updated successfully
INFO 2025-09-27 13:22:52,982 middleware 17744 22024 Response: 200 for PUT /api/tasks/17/update/
INFO 2025-09-27 13:22:52,987 middleware 17744 22024 Request: GET /add/ from 127.0.0.1
INFO 2025-09-27 13:22:53,001 middleware 17744 22024 Response: 200 for GET /add/
INFO 2025-09-27 13:22:53,005 middleware 17744 22024 Request: GET / from 127.0.0.1
INFO 2025-09-27 13:22:53,006 middleware 17744 22024 Response: 200 for GET /
INFO 2025-09-27 13:24:52,992 database 13032 9548 Database initialized successfully
INFO 2025-09-27 13:24:53,000 database 13032 9548 Task created successfully with ID: 18
INFO 2025-09-27 13:24:53,005 database 13032 9548 Database initialized successfully
INFO 2025-09-27 13:24:53,009 database 13032 9548 Task created successfully with ID: 19
INFO 2025-09-27 13:24:53,015 database 13032 9548 Task 19 deleted successfully
WARNING 2025-09-27 13:24:53,017 database 13032 9548 Task 19 not found
WARNING 2025-09-27 13:24:53,018 database 13032 9548 Task 999 not found for deletion
INFO 2025-09-27 13:24:53,022 database 13032 9548 Database initialized successfully
INFO 2025-09-27 13:24:53,026 database 13032 9548 Task created successfully with ID: 20
INFO 2025-09-27 13:24:53,032 database 13032 9548 Task created successfully with ID: 21
INFO 2025-09-27 13:24:53,034 database 13032 9548 Retrieved 18 tasks
INFO 2025-09-27 13:24:53,192 database 13032 9548 Database initialized successfully
INFO 2025-09-27 13:24:53,198 database 13032 9548 Task created successfully with ID: 22
INFO 2025-09-27 13:24:53,200 database 13032 9548 Task 22 retrieved successfully
WARNING 2025-09-27 13:24:53,201 database 13032 9548 Task 999 not found
INFO 2025-09-27 13:24:53,204 database 13032 9548 Database initialized successfully
INFO 2025-09-27 13:24:53,209 database 13032 9548 Task created successfully with ID: 23
INFO 2025-09-27 13:24:53,215 database 13032 9548 Task created successfully with ID: 24
INFO 2025-09-27 13:24:53,221 database 13032 9548 Task created successfully with ID: 25
INFO 2025-09-27 13:24:53,223 database 13032 9548 Task 23 updated successfully
INFO 2025-09-27 13:24:53,227 database 13032 9548 Task 24 updated successfully
INFO 2025-09-27 13:24:53,233 database 13032 9548 Task 25 updated successfully
INFO 2025-09-27 13:24:53,235 database 13032 9548 Retrieved 15 tasks with status: pending
INFO 2025-09-27 13:24:53,235 database 13032 9548 Retrieved 2 tasks with status: in_progress
INFO 2025-09-27 13:24:53,236 database 13032 9548 Retrieved 5 tasks with status: completed
INFO 2025-09-27 13:24:53,250 database 13032 9548 Database initialized successfully
INFO 2025-09-27 13:24:53,254 database 13032 9548 Task created successfully with ID: 26
INFO 2025-09-27 13:24:53,260 database 13032 9548 Task 26 updated successfully
INFO 2025-09-27 13:24:53,283 middleware 13032 9548 Request: POST /api/tasks/ from 127.0.0.1
INFO 2025-09-27 13:24:53,292 database 13032 9548 Database initialized successfully
INFO 2025-09-27 13:24:53,299 database 13032 9548 Task created successfully with ID: 27
INFO 2025-09-27 13:24:53,299 views 13032 9548 Task created successfully: 27
INFO 2025-09-27 13:24:53,300 middleware 13032 9548 Response: 201 for POST /api/tasks/
INFO 2025-09-27 13:24:53,304 middleware 13032 9548 Request: POST /api/tasks/ from 127.0.0.1
INFO 2025-09-27 13:24:53,304 middleware 13032 9548 Response: 400 for POST /api/tasks/
WARNING 2025-09-27 13:24:53,304 log 13032 9548 Bad Request: /api/tasks/
INFO 2025-09-27 13:24:53,305 middleware 13032 9548 Request: POST /api/tasks/ from 127.0.0.1
INFO 2025-09-27 13:24:53,305 middleware 13032 9548 Response: 400 for POST /api/tasks/
WARNING 2025-09-27 13:24:53,305 log 13032 9548 Bad Request: /api/tasks/
INFO 2025-09-27 13:24:53,306 middleware 13032 9548 Request: POST /api/tasks/ from 127.0.0.1
INFO 2025-09-27 13:24:53,306 middleware 13032 9548 Response: 400 for POST /api/tasks/
WARNING 2025-09-27 13:24:53,306 log 13032 9548 Bad Request: /api/tasks/
INFO 2025-09-27 13:24:53,307 middleware 13032 9548 Request: POST /api/tasks/ from 127.0.0.1
INFO 2025-09-27 13:24:53,307 middleware 13032 9548 Response: 400 for POST /api/tasks/
WARNING 2025-09-27 13:24:53,307 log 13032 9548 Bad Request: /api/tasks/
INFO 2025-09-27 13:24:53,310 middleware 13032 9548 Request: POST /api/tasks/ from 127.0.0.1
INFO 2025-09-27 13:24:53,317 database 13032 9548 Task created successfully with ID: 28
INFO 2025-09-27 13:24:53,317 views 13032 9548 Task created successfully: 28
INFO 2025-09-27 13:24:53,317 middleware 13032 9548 Response: 201 for POST /api/tasks/
INFO 2025-09-27 13:24:53,318 middleware 13032 9548 Request: DELETE /api/tasks/28/delete/ from 127.0.0.1
INFO 2025-09-27 13:24:53,325 database 13032 9548 Task 28 deleted successfully
INFO 2025-09-27 13:24:53,326 views 13032 9548 Task 28 deleted successfully
INFO 2025-09-27 13:24:53,326 middleware 13032 9548 Response: 200 for DELETE /api/tasks/28/delete/
INFO 2025-09-27 13:24:53,326 middleware 13032 9548 Request: GET /api/tasks/28/ from 127.0.0.1
WARNING 2025-09-27 13:24:53,328 database 13032 9548 Task 28 not found
INFO 2025-09-27 13:24:53,329 middleware 13032 9548 Response: 404 for GET /api/tasks/28/
WARNING 2025-09-27 13:24:53,329 log 13032 9548 Not Found: /api/tasks/28/
INFO 2025-09-27 13:24:53,332 middleware 13032 9548 Request: POST /api/tasks/ from 127.0.0.1
INFO 2025-09-27 13:24:53,337 database 13032 9548 Task created successfully with ID: 29
INFO 2025-09-27 13:24:53,338 views 13032 9548 Task created successfully: 29
INFO 2025-09-27 13:24:53,338 middleware 13032 9548 Response: 201 for POST /api/tasks/
INFO 2025-09-27 13:24:53,338 middleware 13032 9548 Request: POST /api/tasks/ from 127.0.0.1
INFO 2025-09-27 13:24:53,344 database 13032 9548 Task created successfully with ID: 30
INFO 2025-09-27 13:24:53,344 views 13032 9548 Task created successfully: 30
INFO 2025-09-27 13:24:53,345 middleware 13032 9548 Response: 201 for POST /api/tasks/
INFO 2025-09-27 13:24:53,345 middleware 13032 9548 Request: PUT /api/tasks/29/update/ from 127.0.0.1
INFO 2025-09-27 13:24:53,347 database 13032 9548 Task 29 updated successfully
INFO 2025-09-27 13:24:53,347 views 13032 9548 Task 29 updated successfully
INFO 2025-09-27 13:24:53,347 middleware 13032 9548 Response: 200 for PUT /api/tasks/29/update/
INFO 2025-09-27 13:24:53,348 middleware 13032 9548 Request: PUT /api/tasks/30/update/ from 127.0.0.1
INFO 2025-09-27 13:24:53,353 database 13032 9548 Task 30 updated successfully
INFO 2025-09-27 13:24:53,353 views 13032 9548 Task 30 updated successfully
INFO 2025-09-27 13:24:53,353 middleware 13032 9548 Response: 200 for PUT /api/tasks/30/update/
INFO 2025-09-27 13:24:53,354 middleware 13032 9548 Request: GET /api/tasks/list/ from 127.0.0.1
INFO 2025-09-27 13:24:53,355 database 13032 9548 Retrieved 17 tasks with status: pending
INFO 2025-09-27 13:24:53,356 views 13032 9548 Retrieved 17 tasks
INFO 2025-09-27 13:24:53,356 middleware 13032 9548 Response: 200 for GET /api/tasks/list/
INFO 2025-09-27 13:24:53,368 middleware 13032 9548 Request: POST /api/tasks/ from 127.0.0.1
INFO 2025-09-27 13:24:53,372 database 13032 9548 Task created successfully with ID: 31
INFO 2025-09-27 13:24:53,372 views 13032 9548 Task created successfully: 31
INFO 2025-09-27 13:24:53,373 middleware 13032 9548 Response: 201 for POST /api/tasks/
INFO 2025-09-27 13:24:53,373 middleware 13032 9548 Request: GET /api/tasks/31/ from 127.0.0.1
INFO 2025-09-27 13:24:53,375 database 13032 9548 Task 31 retrieved successfully
INFO 2025-09-27 13:24:53,375 views 13032 9548 Task 31 retrieved successfully
INFO 2025-09-27 13:24:53,376 middleware 13032 9548 Response: 200 for GET /api/tasks/31/
INFO 2025-09-27 13:24:53,376 middleware 13032 9548 Request: GET /api/tasks/999/ from 127.0.0.1
WARNING 2025-09-27 13:24:53,377 database 13032 9548 Task 999 not found
INFO 2025-09-27 13:24:53,377 middleware 13032 9548 Response: 404 for GET /api/tasks/999/
WARNING 2025-09-27 13:24:53,377 log 13032 9548 Not Found: /api/tasks/999/
INFO 2025-09-27 13:24:53,381 middleware 13032 9548 Request: POST /api/tasks/ from 127.0.0.1
INFO 2025-09-27 13:24:53,386 database 13032 9548 Task created successfully with ID: 32
INFO 2025-09-27 13:24:53,386 views 13032 9548 Task created successfully: 32
INFO 2025-09-27 13:24:53,386 middleware 13032 9548 Response: 201 for POST /api/tasks/
INFO 2025-09-27 13:24:53,387 middleware 13032 9548 Request: POST /api/tasks/ from 127.0.0.1
INFO 2025-09-27 13:24:53,393 database 13032 9548 Task created successfully with ID: 33
INFO 2025-09-27 13:24:53,393 views 13032 9548 Task created successfully: 33
INFO 2025-09-27 13:24:53,393 middleware 13032 9548 Response: 201 for POST /api/tasks/
INFO 2025-09-27 13:24:53,393 middleware 13032 9548 Request: GET /api/tasks/list/ from 127.0.0.1
INFO 2025-09-27 13:24:53,395 database 13032 9548 Retrieved 29 tasks
INFO 2025-09-27 13:24:53,395 views 13032 9548 Retrieved 29 tasks
INFO 2025-09-27 13:24:53,396 middleware 13032 9548 Response: 200 for GET /api/tasks/list/
INFO 2025-09-27 13:24:53,407 middleware 13032 9548 Request: POST /api/tasks/ from 127.0.0.1
INFO 2025-09-27 13:24:53,408 middleware 13032 9548 Response: 400 for POST /api/tasks/
WARNING 2025-09-27 13:24:53,408 log 13032 9548 Bad Request: /api/tasks/
INFO 2025-09-27 13:24:53,411 middleware 13032 9548 Request: GET /api/tasks/invalid/ from 127.0.0.1
INFO 2025-09-27 13:24:53,431 middleware 13032 9548 Response: 404 for GET /api/tasks/invalid/
WARNING 2025-09-27 13:24:53,431 log 13032 9548 Not Found: /api/tasks/invalid/
INFO 2025-09-27 13:24:53,444 middleware 13032 9548 Request: POST /api/tasks/ from 127.0.0.1
INFO 2025-09-27 13:24:53,451 database 13032 9548 Task created successfully with ID: 34
INFO 2025-09-27 13:24:53,451 views 13032 9548 Task created successfully: 34
INFO 2025-09-27 13:24:53,451 middleware 13032 9548 Response: 201 for POST /api/tasks/
INFO 2025-09-27 13:24:53,452 middleware 13032 9548 Request: PUT /api/tasks/34/update/ from 127.0.0.1
INFO 2025-09-27 13:24:53,457 database 13032 9548 Task 34 updated successfully
INFO 2025-09-27 13:24:53,457 views 13032 9548 Task 34 updated successfully
INFO 2025-09-27 13:24:53,458 middleware 13032 9548 Response: 200 for PUT /api/tasks/34/update/
INFO 2025-09-27 13:24:53,462 middleware 13032 9548 Request: GET /add/ from 127.0.0.1
INFO 2025-09-27 13:24:53,472 middleware 13032 9548 Response: 200 for GET /add/
INFO 2025-09-27 13:24:53,475 middleware 13032 9548 Request: GET / from 127.0.0.1
INFO 2025-09-27 13:24:53,476 middleware 13032 9548 Response: 200 for GET /
